Job Id,Experience,Qualifications,Salary Range,location,Country,latitude,longitude,Work Type,Company Size,Job Posting Date,Preference,Contact Person,Contact,Job Title,Role,Job Portal,Job Description,Benefits,skills,Responsibilities,Company,Company Profile
1.26162E+15,2 to 8 Years,BBA,$63K-$93K,Tripoli,Libya,26.3351,17.2283,Full-Time,74981,12/2/2021,Male,Madison Mendez,+1-513-258-3059x177,Customer Service Manager,Service Quality Assurance Manager,SimplyHired,"Service Quality Assurance Managers monitor and evaluate service quality in an organization. They develop quality standards, conduct audits, analyze customer feedback, and implement improvements to ensure consistent high-quality service delivery.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Quality assurance Quality control Process improvement Audit procedures Compliance standards Root cause analysis,Ensure service quality and consistency by defining and implementing QA standards and processes. Conduct regular quality audits and provide feedback to the team. Identify areas for improvement and training.,Apollo Global Management,"{""Sector"":""Asset Management"",""Industry"":""Securities"",""City"":""New York"",""State"":""New York"",""Zip"":""10019"",""Website"":""www.apollo.com"",""Ticker"":""APO"",""CEO"":""Marc Rowan""}"
7.85586E+13,1 to 15 Years,M.Com,$64K-$98K,Asmara,Eritrea,15.1794,39.7823,Part-Time,131351,5/11/2023,Both,James Diaz,3199509639,UX/UI Designer,User Experience Designer,Jobs2Careers,"User Experience Designers create intuitive and user-friendly digital interfaces. They conduct user research, design prototypes, and work to enhance the overall user experience of websites and applications.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}","User-centered design principles UX/UI design tools (e.g., Sketch, Adobe XD) Wireframing and prototyping Usability testing and user research Information architecture and user flows",Design and improve user experiences (UX) by creating intuitive and user-friendly interfaces for websites and applications. Conduct user research and usability testing. Collaborate with stakeholders to gather and incorporate feedback.,Infosys,"{""Sector"":""Information Technology"",""Industry"":""Information Technology and Services"",""City"":""Bengaluru"",""State"":""Karnataka"",""Zip"":""560100"",""Website"":""www.infosys.com"",""Ticker"":""INFY"",""CEO"":""Salil Parekh""}"
1.44602E+15,2 to 9 Years,MCA,$55K-$105K,Djibouti (city),Djibouti,11.8251,42.5903,Part-Time,59162,4/28/2023,Male,Daniel Bradley,-5576,Dental Hygienist,Dental Hygiene Educator,CareerBuilder,A Dental Hygiene Educator teaches dental hygiene practices and oral health to students or the community. They promote preventive care and raise awareness about dental health.,"{'Health Insurance, Retirement Plans, Paid Time Off (PTO), Flexible Work Arrangements, Employee Assistance Programs (EAP)'}",Dental hygiene knowledge Teaching and instructional skills Curriculum development Student assessment Clinical practice experience,Educate patients on oral hygiene practices and preventive care. Provide oral health instruction and advice. Develop and deliver educational programs.,B&M,"{""Sector"":""Retail"",""Industry"":""Retail - Discount/Department Stores"",""City"":""Liverpool"",""State"":""England"",""Zip"":""L30 7PT"",""Website"":""https://www.bandmretail.com/"",""Ticker"":""BME"",""CEO"":""Simon Arora""}"
2.40106E+15,1 to 8 Years,BBA,$56K-$120K,San Salvador,El Salvador,13.7942,-88.8965,Full-Time,83460,6/12/2023,Male,Dennis Wheeler,(353)917-6031x856,Network Engineer,Network Administrator,Internships.com,"Network Administrators manage an organizations computer networks. They configure, monitor, and maintain network infrastructure, ensuring optimal performance and security.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}","Network management Troubleshooting Network security IT certifications (e.g., CCNA)","Manage and maintain computer networks, troubleshoot network issues, and ensure network availability and performance. Implement network security measures and policies. Monitor network traffic and optimize performance.",Nationwide,"{""Sector"":""Insurance"",""Industry"":""Insurance: Property and Casualty (Mutual)"",""City"":""Columbus"",""State"":""Ohio"",""Zip"":""43215"",""Website"":""www.nationwide.com"",""Ticker"":"""",""CEO"":""Kirt A. Walker""}"
9.44305E+14,3 to 14 Years,M.Tech,$65K-$110K,Paris,France,46.603354,1.888334,Intern,125531,3/4/2023,Male,Daniel Marks,989.789.3316,Quality Assurance Analyst,Test Automation Engineer,Idealist,"Test Automation Engineers automate testing processes using scripts and tools. They design and maintain automated test suites to streamline testing efforts, improve efficiency, and enhance software quality.","{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}","Test automation frameworks and tools Scripting and programming languages (e.g., Python, Java) Continuous integration and continuous testing (CI/CT) Test script development and maintenance Test environment setup and management","Design, develop, and maintain automated test scripts and frameworks. Conduct regression testing and performance testing. Implement continuous integration and automated testing processes.",Xcel Energy,"{""Sector"":""Utilities"",""Industry"":""Utilities: Gas and Electric"",""City"":""Minneapolis"",""State"":""Minnesota"",""Zip"":""55401"",""Website"":""www.xcelenergy.com"",""Ticker"":""XEL"",""CEO"":""Bob Frenzel""}"
9.14684E+14,5 to 11 Years,BA,$57K-$104K,Conakry,Guinea,9.9456,-9.6966,Part-Time,107290,10/25/2022,Male,David Duffy,001-270-542-3401x6630,Tax Consultant,International Tax Consultant,Dice,"An International Tax Consultant focuses on tax matters related to international business operations, ensuring compliance with global tax laws and optimizing tax structures.","{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",International tax law knowledge Transfer pricing Cross-border tax planning Tax treaties and agreements Foreign tax credits International tax compliance Transfer pricing documentation Multinational tax strategies Client relationship management Communication skills Tax software proficiency,Specialize in international tax law and cross-border tax issues. Provide guidance on international tax planning and transfer pricing. Ensure compliance with global tax regulations.,Downer Group,"{""Sector"":""Construction/Infrastructure"",""Industry"":""Construction/Engineering"",""City"":""Sydney"",""State"":""NSW"",""Zip"":""2000"",""Website"":""https://www.downergroup.com/"",""Ticker"":""DOW"",""CEO"":""Grant Fenn""}"
4.6566E+14,4 to 15 Years,MBA,$64K-$127K,Luanda,Angola,-11.2027,17.8739,Temporary,71638,7/13/2022,Male,Nicholas Oliver,001-583-494-5593x2545,Software Engineer,DevOps Engineer,Snagajob,"DevOps Engineers focus on automating and streamlining the development and deployment processes. They work to improve collaboration between development and IT operations, implementing tools and practices for continuous integration and continuous delivery (CI/CD).","{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}","Automation and scripting (e.g., Python, Bash) Continuous Integration/Continuous Deployment (CI/CD) Containerization (e.g., Docker, Kubernetes) Infrastructure as Code (e.g., Terraform, Ansible) Cloud platforms (e.g., AWS, Azure, GCP) Monitoring and troubleshooting skills","Configure and maintain continuous integration and deployment (CI/CD) pipelines, ensuring efficient software delivery. Automate and streamline development and deployment processes. Monitor and troubleshoot system issues.",Regeneron Pharmaceuticals,"{""Sector"":""Pharmaceuticals"",""Industry"":""Pharmaceuticals"",""City"":""Tarrytown"",""State"":""New York"",""Zip"":""10591"",""Website"":""www.regeneron.com"",""Ticker"":""REGN"",""CEO"":""Leonard S. Schleifer""}"
2.92597E+15,2 to 13 Years,BCA,$60K-$129K,Abuja,Nigeria,9.082,8.6753,Temporary,95653,10/14/2022,Female,Linda Ingram,+1-845-523-6233x923,Network Engineer,Network Administrator,USAJOBS,"Network Administrators manage an organizations computer networks. They configure, monitor, and maintain network infrastructure, ensuring optimal performance and security.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}","Network management Troubleshooting Network security IT certifications (e.g., CCNA)","Manage and maintain computer networks, troubleshoot network issues, and ensure network availability and performance. Implement network security measures and policies. Monitor network traffic and optimize performance.",Godrej Consumer Products Limited,"{""Sector"":""Consumer Goods"",""Industry"":""Consumer Goods"",""City"":""Mumbai"",""State"":""MH"",""Zip"":""400 079"",""Website"":""www.godrejcp.com"",""Ticker"":""GODREJCP"",""CEO"":""Sudhir Sitapati""}"
3.30356E+14,0 to 8 Years,B.Tech,$59K-$130K,George Town,Cayman Islands,19.3133,-81.2546,Contract,101231,8/6/2022,Male,Jennifer Hernandez,711.573.3837x4175,Data Engineer,ETL Developer,Stack Overflow Jobs,"An ETL Developer specializes in designing and implementing Extract, Transform, Load (ETL) processes to move and transform data between systems, supporting data integration and analytics.","{'Health Insurance, Retirement Plans, Flexible Work Arrangements, Employee Assistance Programs (EAP), Bonuses and Incentive Programs'}","ETL (Extract, Transform, Load) processes Data integration SQL and scripting languages","Extract, transform, and load (ETL) data from various sources into data warehouses. Create ETL workflows and data pipelines. Perform data validation and quality checks.",Wesfarmers Limited,"{""Sector"":""Retail and Conglomerate"",""Industry"":""Retail"",""City"":""Perth"",""State"":""WA"",""Zip"":""6000"",""Website"":""https://www.wesfarmers.com.au/"",""Ticker"":""WES"",""CEO"":""Rob Scott""}"
3.9276E+14,1 to 15 Years,PhD,$59K-$112K,AsunciÃ³n,Paraguay,-23.442503,-58.443832,Temporary,129842,12/27/2021,Female,Matthew Cole,740.780.3313x33465,Business Analyst,Healthcare Business Analyst,FlexJobs,"Healthcare Business Analysts work in the healthcare industry, analyzing data and processes to improve healthcare delivery. They collaborate with healthcare professionals and IT teams to optimize systems and workflows.","{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Healthcare industry knowledge Health data analysis HIPAA regulations EMR systems,"Work in the healthcare sector, analyzing healthcare data and processes to improve patient care and operational efficiency. Identify opportunities for process improvement and cost reduction. Collaborate with healthcare professionals and stakeholders.",The Walt Disney Company,"{""Sector"":""Entertainment/Media"",""Industry"":""Entertainment"",""City"":""Burbank"",""State"":""CA"",""Zip"":""91521"",""Website"":""https://www.thewaltdisneycompany.com/"",""Ticker"":""DIS"",""CEO"":""Bob Chapek""}"
2.71433E+15,3 to 12 Years,BA,$58K-$80K,Pristina,Kosovo,42.6026,20.903,Full-Time,66955,5/14/2022,Both,Dawn Smith,(456)634-5923,Quality Assurance Analyst,Test Automation Engineer,SimplyHired,"Test Automation Engineers automate testing processes using scripts and tools. They design and maintain automated test suites to streamline testing efforts, improve efficiency, and enhance software quality.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}","Test automation frameworks and tools Scripting and programming languages (e.g., Python, Java) Continuous integration and continuous testing (CI/CT) Test script development and maintenance Test environment setup and management","Design, develop, and maintain automated test scripts and frameworks. Conduct regression testing and performance testing. Implement continuous integration and automated testing processes.",Baxter International,"{""Sector"":""Healthcare"",""Industry"":""Medical Products and Equipment"",""City"":""Deerfield"",""State"":""Illinois"",""Zip"":""60015"",""Website"":""www.baxter.com"",""Ticker"":""BAX"",""CEO"":""Jose E Almeida""}"
3.94947E+14,1 to 9 Years,M.Tech,$58K-$124K,Brazzaville,Republic Of Congo,-0.228,15.8277,Part-Time,97916,5/31/2023,Female,Janice Harper,-3675,Pediatrician,Pediatric Specialist,Jobs2Careers,"Pediatric Specialists are doctors with expertise in specific pediatric subspecialties like cardiology, oncology, or gastroenterology. They provide specialized care and treatment for children with complex or rare medical conditions.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}","Pediatric specialization Advanced pediatric care Pediatric subspecialty (e.g., pediatric cardiology, pediatric oncology) Pediatric diagnostics Pediatric treatment","Specialize in a specific area of pediatric medicine, such as cardiology or neurology. Diagnose and treat complex medical conditions in children. Collaborate with other specialists for comprehensive care.",Zee Entertainment Enterprises,"{""Sector"":""Media & Entertainment"",""Industry"":""Media and Entertainment"",""City"":""Mumbai"",""State"":""Maharashtra"",""Zip"":""400064"",""Website"":""https://www.zeeentertainment.com/"",""Ticker"":""ZEEL"",""CEO"":""Punit Goenka""}"
1.05204E+15,1 to 10 Years,B.Com,$64K-$81K,Jerusalem,Israel,31.0461,34.8516,Part-Time,36083,12/1/2022,Both,Joseph Miller,001-866-726-5560,Procurement Manager,Strategic Sourcing Manager,Jobs2Careers,"Develop and execute sourcing strategies to procure goods and services, negotiate contracts, and manage supplier relationships.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Strategic sourcing strategies Supplier evaluation and selection Negotiation skills Vendor management Cost analysis Supply chain management Contract management Problem-solving Attention to detail Communication skills Strategic thinking,Develop sourcing strategies and manage supplier relationships. Negotiate contracts and terms. Optimize procurement processes and costs.,GAIL (India) Limited,"{""Sector"":""Natural Gas"",""Industry"":""Gas and Energy"",""City"":""New Delhi"",""State"":""Delhi"",""Zip"":""110016"",""Website"":""https://www.gailonline.com/"",""Ticker"":""GAIL"",""CEO"":""Manoj Jain""}"
1.47988E+15,1 to 10 Years,MBA,$64K-$84K,Lusaka,Zambia,-13.1339,27.8493,Contract,28033,10/28/2022,Male,Bethany Sawyer,628.821.0364x26971,Account Executive,Advertising Account Executive,Indeed,"An Advertising Account Executive works in advertising agencies, managing client accounts and overseeing the creation and execution of advertising campaigns.","{'Health Insurance, Retirement Plans, Paid Time Off (PTO), Flexible Work Arrangements, Employee Assistance Programs (EAP)'}",Advertising and marketing knowledge Client relationship management Advertising campaign development Budget management Media planning and buying,"Manage advertising campaigns for clients, from planning to execution. Develop advertising strategies and creative concepts. Monitor campaign performance and provide insights.",Equinix,"{""Sector"":""Real Estate"",""Industry"":""Real Estate"",""City"":""Redwood City"",""State"":""California"",""Zip"":""94065"",""Website"":""www.equinix.com"",""Ticker"":""EQIX"",""CEO"":""Charles Meyers""}"
9.50917E+14,4 to 8 Years,MBA,$57K-$118K,Amsterdam,Netherlands,52.1326,5.2913,Intern,57433,10/12/2022,Female,Darrell Schroeder,295-413-3077x08601,Architect,Architectural Designer,Stack Overflow Jobs,"Architectural Designers create architectural plans and designs for buildings and structures, considering aesthetics, functionality, and safety standards.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}","Architectural design software (e.g., AutoCAD, Revit) Building codes and regulations 3D modeling Visualization Sustainable design",Design architectural plans and layouts for buildings and structures. Create detailed drawings and blueprints. Ensure designs comply with building codes and regulations.,Bayer AG,"{""Sector"":""Pharmaceuticals"",""Industry"":""Pharmaceuticals"",""City"":""Leverkusen"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.bayer.com"",""Ticker"":""BAYN"",""CEO"":""Werner Baumann""}"
8.65658E+14,2 to 8 Years,M.Tech,$64K-$91K,Kuwait City,Kuwait,29.3117,47.4818,Temporary,70630,10/21/2021,Male,Alex Long,428.357.0899,Java Developer,Java Software Engineer,Jobs2Careers,"Java Software Engineers develop and maintain software applications using the Java programming language. They write code, debug applications, and collaborate with cross-functional teams to deliver high-quality software solutions.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}","Java programming Java frameworks (e.g., Spring) Object-oriented design Code debugging Software development Problem-solving skills","Design, code, test, and maintain Java-based software applications. Collaborate with cross-functional teams on software development projects. Debug and resolve software defects and issues.",CF Industries Holdings,"{""Sector"":""Fertilizers"",""Industry"":""Chemicals"",""City"":""Deerfield"",""State"":""Illinois"",""Zip"":""60015"",""Website"":""www.cfindustries.com"",""Ticker"":""CF"",""CEO"":""Tony Will""}"
9.27843E+14,5 to 8 Years,MBA,$57K-$102K,Tehran,"Iran, Islamic Rep.",32.4279,53.688,Full-Time,81489,12/23/2021,Male,Amanda Lee,+1-467-991-6437x8787,Web Developer,Frontend Web Developer,FlexJobs,"Frontend Web Developers design and implement user interfaces for websites, ensuring they are visually appealing and user-friendly. They collaborate with designers and backend developers to create seamless web experiences for users.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}","HTML, CSS, JavaScript Frontend frameworks (e.g., React, Angular) User experience (UX)","Design and code user interfaces for websites, ensuring a seamless and visually appealing user experience. Collaborate with UX designers to optimize user journeys. Ensure cross-browser compatibility and responsive design.",Union Pacific,"{""Sector"":""Transportation"",""Industry"":""Railroads"",""City"":""Omaha"",""State"":""Nebraska"",""Zip"":""68179"",""Website"":""www.up.com"",""Ticker"":""UNP"",""CEO"":""Lance M. Fritz""}"
1.87667E+14,4 to 8 Years,B.Com,$58K-$114K,Beirut,Lebanon,33.8547,35.8623,Full-Time,60493,4/14/2023,Female,Anthony Weaver,+1-749-718-3963x7298,Personal Assistant,Personal Secretary,ZipRecruiter,"Personal Secretaries provide administrative support to individuals or executives. They manage schedules, handle correspondence, and assist with various tasks to ensure efficiency.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Administrative support Calendar management Communication skills Time management Organizational skills Confidentiality,"Act as a personal secretary, managing personal appointments and tasks. Handle correspondence and communication on behalf of the employer. Organize personal schedules and commitments.",Humana,"{""Sector"":""Healthcare"",""Industry"":""Health Care: Insurance and Managed Care"",""City"":""Louisville"",""State"":""Kentucky"",""Zip"":""40202"",""Website"":""www.humana.com"",""Ticker"":""HUM"",""CEO"":""Bruce D. Broussard""}"
1.25587E+15,3 to 8 Years,M.Tech,$64K-$89K,Kinshasa,Democratic Republic Of Congo,-4.0383,21.7587,Part-Time,31574,7/15/2023,Male,Jennifer Bennett,(400)737-7678,Systems Administrator,IT Support Specialist,Monster,"IT Support Specialists provide technical assistance to end-users, troubleshooting hardware and software problems, setting up equipment, and maintaining IT infrastructure.","{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Technical troubleshooting Hardware and software support Customer service Problem-solving Communication,"Provide technical support to end-users, troubleshoot hardware and software issues, and resolve IT-related problems. Install and configure computer systems and software. Maintain IT documentation and knowledge base.",Siemens AG,"{""Sector"":""Technology and Engineering"",""Industry"":""Conglomerate"",""City"":""Munich"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.siemens.com"",""Ticker"":""SIE"",""CEO"":""Roland Busch""}"
1.90798E+14,4 to 11 Years,M.Tech,$56K-$109K,Islamabad,Pakistan,30.3753,69.3451,Part-Time,114616,5/21/2023,Both,Eric Powell,352.901.8793,Web Designer,Frontend Web Designer,Idealist,"Frontend Web Designers create the visual elements and user interfaces of websites. They use HTML, CSS, and JavaScript to design responsive, user-friendly web pages, ensuring a seamless and visually appealing online experience.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Frontend web development HTML/CSS Responsive design User interface (UI) design Adobe Creative Suite Collaboration skills,"Create visually appealing and responsive web designs using HTML, CSS, and JavaScript. Ensure cross-browser compatibility. Optimize web performance and page load times.",Macy's,"{""Sector"":""Retail"",""Industry"":""General Merchandisers"",""City"":""New York"",""State"":""New York"",""Zip"":""10001"",""Website"":""www.macysinc.com"",""Ticker"":""M"",""CEO"":""Jeffrey Gennette""}"
1.61069E+15,4 to 13 Years,BBA,$58K-$83K,George Town,Cayman Islands,19.3133,-81.2546,Part-Time,26692,10/31/2022,Both,Mike Perkins,+1-200-520-5509x51155,Public Relations Specialist,Crisis Communication Manager,Jobs2Careers,"Crisis Communication Managers develop strategies to manage and respond to crises, maintaining the organizations reputation during challenging times.","{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}",Crisis communication planning Crisis response Media relations Reputation management Stakeholder communication,Develop crisis communication plans and strategies for handling PR crises. Respond to crises and manage public perception and reputation. Provide media training for spokespersons.,HCA Healthcare,"{""Sector"":""Healthcare"",""Industry"":""Health Care: Medical Facilities"",""City"":""Nashville"",""State"":""Tennessee"",""Zip"":""37203"",""Website"":""www.hcahealthcare.com"",""Ticker"":""HCA"",""CEO"":""Samuel N. Hazen""}"
1.67548E+13,1 to 12 Years,BCA,$58K-$108K,San Jose,Costa Rica,9.7489,-83.7534,Part-Time,68741,1/8/2022,Both,Todd Lopez,440-714-8461,Chemical Analyst,Quality Control Analyst,ZipRecruiter,"In the role of a Quality Control Analyst, you will be responsible for inspecting and testing products to ensure they meet quality standards and specifications. You will use quality control tools and processes to identify defects, document findings, and recommend improvements. Your role is essential in maintaining product quality and customer satisfaction.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",Quality control Quality assurance QC testing methods Compliance standards Root cause analysis Documentation Statistical analysis,Ensure the quality and consistency of chemical products and processes through testing and inspection. Identify non-conformities and deviations. Maintain quality control documentation.,Ross Stores,"{""Sector"":""Retail"",""Industry"":""Specialty Retailers: Apparel"",""City"":""Dublin"",""State"":""California"",""Zip"":""94568"",""Website"":""www.rossstores.com"",""Ticker"":""ROST"",""CEO"":""Barbara Rentler""}"
2.06213E+15,3 to 15 Years,MCA,$63K-$86K,Warsaw,Poland,51.9194,19.1451,Part-Time,23957,11/30/2021,Female,Michael Montgomery,564-349-1300x0292,Sales Manager,Sales Team Leader,SimplyHired,"Lead and motivate sales teams, set sales targets, and develop sales strategies to meet goals.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",Sales leadership Team management Sales strategy and planning,"Lead and manage a team of sales representatives. Set sales targets and goals. Provide coaching, training, and performance evaluations.",Berger Paints India Limited,"{""Sector"":""Paints & Coatings"",""Industry"":""Paints and Coatings"",""City"":""Kolkata"",""State"":""WB"",""Zip"":""700071"",""Website"":""www.bergerpaints.com"",""Ticker"":""BERGEPAINT"",""CEO"":""Abhijit Roy""}"
1.08168E+15,5 to 13 Years,M.Tech,$59K-$114K,Kuala Lumpur,Malaysia,4.2105,101.9758,Intern,76853,9/30/2021,Male,Brandon Mann,211-525-3804x7472,Social Media Manager,Social Media Analyst,CareerBuilder,"Social Media Analysts analyze social media data and metrics to provide insights and recommendations for improving social media strategies. They track performance, identify trends, and support data-driven decision-making.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}","Social media analytics tools (e.g., Google Analytics, Facebook Insights) Data analysis and reporting Social media ROI measurement Competitive analysis Trend identification",Analyze social media data and user behavior to generate actionable insights. Track key performance indicators (KPIs) and recommend optimization strategies. Stay updated on social media trends and algorithm changes.,Boeing,"{""Sector"":""Aerospace and Defense"",""Industry"":""Aerospace & Defense"",""City"":""Arlington"",""State"":""Virginia"",""Zip"":""22202"",""Website"":""www.boeing.com"",""Ticker"":""BA"",""CEO"":""David L. Calhoun""}"
1.08526E+15,1 to 13 Years,MBA,$64K-$92K,Riga,Latvia,56.8796,24.6032,Part-Time,53119,9/15/2022,Male,Tara Myers,+1-742-434-8375x2006,Social Media Manager,Social Media Analyst,Glassdoor,"Social Media Analysts analyze social media data and metrics to provide insights and recommendations for improving social media strategies. They track performance, identify trends, and support data-driven decision-making.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}","Social media analytics tools (e.g., Google Analytics, Facebook Insights) Data analysis and reporting Social media ROI measurement Competitive analysis Trend identification",Analyze social media data and user behavior to generate actionable insights. Track key performance indicators (KPIs) and recommend optimization strategies. Stay updated on social media trends and algorithm changes.,Everbright Securities,"{""Sector"":""Financial Services"",""Industry"":""Financial Services"",""City"":""Shanghai"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""http://www.everbright.com/"",""Ticker"":""601788"",""CEO"":""Gao Xiqing""}"
1.34491E+15,2 to 8 Years,PhD,$65K-$98K,Paris,France,46.603354,1.888334,Intern,97851,11/25/2021,Both,Emily Mendoza,+1-785-966-5747x9527,Software Architect,Cloud Architect,Internships.com,"A Cloud Architect designs and manages cloud-based solutions, optimizing scalability, security, and performance while aligning them with the companys technology strategy.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}","Cloud computing platforms (AWS, Azure, etc.) Cloud security Containerization (Docker, Kubernetes)","Design and implement cloud-based solutions, optimizing for performance and cost-efficiency. Develop cloud migration strategies. Architect and manage cloud infrastructure.",Intuit,"{""Sector"":""Financial Technology"",""Industry"":""Computer Software"",""City"":""Mountain View"",""State"":""California"",""Zip"":""94043"",""Website"":""www.intuit.com"",""Ticker"":""INTU"",""CEO"":""Sasan K. Goodarzi""}"
2.91228E+15,3 to 15 Years,M.Com,$64K-$99K,Willemstad,Curacao,12.1696,-68.99,Full-Time,21081,3/26/2023,Both,Jose Taylor,803-722-2577,Supply Chain Analyst,Logistics Analyst,Idealist,"A Logistics Analyst analyzes and optimizes logistics and supply chain operations, identifying cost-saving opportunities, improving transportation efficiency, and enhancing supply chain performance.","{'Health Insurance, Retirement Plans, Flexible Work Arrangements, Employee Assistance Programs (EAP), Bonuses and Incentive Programs'}",Supply chain analysis Data analytics Inventory management Transportation planning Problem-solving,"Analyze and optimize logistics and supply chain processes, including transportation and warehousing. Monitor inventory levels and track shipments. Identify cost-saving opportunities.",Rentokil Initial,"{""Sector"":""Business Services"",""Industry"":""Business Services - Pest Control"",""City"":""London"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.rentokil-initial.com"",""Ticker"":""RTO.L"",""CEO"":""Andy Ransom""}"
1.5083E+15,0 to 14 Years,BA,$56K-$80K,Papeete,French Polynesia,-17.6797,-149.4068,Full-Time,26249,10/10/2021,Female,Kelli Proctor,001-651-730-5727x1685,Graphic Designer,UI/UX Designer,LinkedIn,"UI/UX Designers focus on creating user-friendly and visually appealing interfaces for digital products. They conduct user research, design wireframes and prototypes, and collaborate with development teams to ensure a seamless and enjoyable user experience.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}","User interface (UI) design User experience (UX) design Wireframing and prototyping tools (e.g., Sketch, Figma) Usability testing Information architecture Interaction design Mobile and responsive design",Focus on user interface (UI) and user experience (UX) design for websites and applications to enhance user engagement. Conduct user research and usability testing. Collaborate with developers to implement designs.,NetEase,"{""Sector"":""Technology and Entertainment"",""Industry"":""Technology & Entertainment"",""City"":""Beijing"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""https://www.netease.com/"",""Ticker"":""NTES"",""CEO"":""William Ding Lei""}"
9.47947E+14,3 to 9 Years,M.Tech,$63K-$128K,Marigot,St. Martin (French part),18.0708,-63.0501,Intern,72404,5/6/2023,Male,Lauren Hill,(426)574-1730x3085,Graphic Designer,UI/UX Designer,Internships.com,"UI/UX Designers focus on creating user-friendly and visually appealing interfaces for digital products. They conduct user research, design wireframes and prototypes, and collaborate with development teams to ensure a seamless and enjoyable user experience.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}","User interface (UI) design User experience (UX) design Wireframing and prototyping tools (e.g., Sketch, Figma) Usability testing Information architecture Interaction design Mobile and responsive design",Focus on user interface (UI) and user experience (UX) design for websites and applications to enhance user engagement. Conduct user research and usability testing. Collaborate with developers to implement designs.,EnLink Midstream,"{""Sector"":""Energy"",""Industry"":""Pipelines"",""City"":""Dallas"",""State"":""Texas"",""Zip"":""75201"",""Website"":""www.enlink.com"",""Ticker"":""ENLC"",""CEO"":""Jesse Arenivas""}"
